H_name,H_price,H_rating,location,R_name,R_rating
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,Eden Pavilion,4.5
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,Peshawri,4.5
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,First Innings Multicuisine Restaurant,4.5
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,Baan Thai,4.5
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,Kava,5.0
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,Barbeque Nation Salt Lake Sec,4.5
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,JW Kitchen,4.5
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,La Cucina,4.5
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,BarBQ,4.5
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,Oh Calcutta,4.5
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,The Saffron Tree,5.0
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,Oasis Restaurant,4.5
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,Aromas,4.5
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,Spice Kraft,4.5
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,Ballygunge Place,4.5
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,Mainland China,4.0
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,Arsalan,4.0
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,Mocambo,4.0
Howard Johnson by Wyndham Kolkata,4807,4.5,Kolkata,,5.0
The Peerless Inn,5271,4.0,Kolkata,The Salt House,4.0
The Peerless Inn,5271,4.0,Kolkata,Avartana,5.0
The Peerless Inn,5271,4.0,Kolkata,Ottimo Cucina Italiana,5.0
The Peerless Inn,5271,4.0,Kolkata,Grand Market Pavilion,5.0
The Peerless Inn,5271,4.0,Kolkata,Darjeeling Lounge,5.0
The Peerless Inn,5271,4.0,Kolkata,Vertex The Liquid Restaurant,5.0
The Peerless Inn,5271,4.0,Kolkata,Royal Vega,5.0
The Peerless Inn,5271,4.0,Kolkata,Social Kitchen,5.0
The Peerless Inn,5271,4.0,Kolkata,Vintage Asia,5.0
The Peerless Inn,5271,4.0,Kolkata,Seasonal Tastes,5.0
The Peerless Inn,5271,4.0,Kolkata,Pan Asian,4.5
The Peerless Inn,5271,4.0,Kolkata,Dum Pukht,4.5
The Peerless Inn,5271,4.0,Kolkata,Eden Pavilion,4.5
The Peerless Inn,5271,4.0,Kolkata,Peshawri,4.5
The Peerless Inn,5271,4.0,Kolkata,First Innings Multicuisine Restaurant,4.5
The Peerless Inn,5271,4.0,Kolkata,Baan Thai,4.5
The Peerless Inn,5271,4.0,Kolkata,Kava,5.0
The Peerless Inn,5271,4.0,Kolkata,Barbeque Nation Salt Lake Sec,4.5
The Peerless Inn,5271,4.0,Kolkata,JW Kitchen,4.5
The Peerless Inn,5271,4.0,Kolkata,La Cucina,4.5
The Peerless Inn,5271,4.0,Kolkata,BarBQ,4.5
The Peerless Inn,5271,4.0,Kolkata,Oh Calcutta,4.5
The Peerless Inn,5271,4.0,Kolkata,The Saffron Tree,5.0
The Peerless Inn,5271,4.0,Kolkata,Oasis Restaurant,4.5
The Peerless Inn,5271,4.0,Kolkata,Aromas,4.5
The Peerless Inn,5271,4.0,Kolkata,Spice Kraft,4.5
The Peerless Inn,5271,4.0,Kolkata,Ballygunge Place,4.5
The Peerless Inn,5271,4.0,Kolkata,Mainland China,4.0
The Peerless Inn,5271,4.0,Kolkata,Arsalan,4.0
The Peerless Inn,5271,4.0,Kolkata,Mocambo,4.0
The Peerless Inn,5271,4.0,Kolkata,,5.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,The Salt House,4.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Avartana,5.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Ottimo Cucina Italiana,5.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Grand Market Pavilion,5.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Darjeeling Lounge,5.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Vertex The Liquid Restaurant,5.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Royal Vega,5.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Social Kitchen,5.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Vintage Asia,5.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Seasonal Tastes,5.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Pan Asian,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Dum Pukht,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Eden Pavilion,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Peshawri,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,First Innings Multicuisine Restaurant,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Baan Thai,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Kava,5.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Barbeque Nation Salt Lake Sec,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,JW Kitchen,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,La Cucina,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,BarBQ,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Oh Calcutta,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,The Saffron Tree,5.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Oasis Restaurant,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Aromas,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Spice Kraft,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Ballygunge Place,4.5
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Mainland China,4.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Arsalan,4.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,Mocambo,4.0
Pride Plaza Hotel Kolkata,5600,4.5,Kolkata,,5.0
Senses Hotel,6795,4.5,Kolkata,The Salt House,4.0
Senses Hotel,6795,4.5,Kolkata,Avartana,5.0
Senses Hotel,6795,4.5,Kolkata,Ottimo Cucina Italiana,5.0
Senses Hotel,6795,4.5,Kolkata,Grand Market Pavilion,5.0
Senses Hotel,6795,4.5,Kolkata,Darjeeling Lounge,5.0
Senses Hotel,6795,4.5,Kolkata,Vertex The Liquid Restaurant,5.0
Senses Hotel,6795,4.5,Kolkata,Royal Vega,5.0
Senses Hotel,6795,4.5,Kolkata,Social Kitchen,5.0
Senses Hotel,6795,4.5,Kolkata,Vintage Asia,5.0
Senses Hotel,6795,4.5,Kolkata,Seasonal Tastes,5.0
Senses Hotel,6795,4.5,Kolkata,Pan Asian,4.5
Senses Hotel,6795,4.5,Kolkata,Dum Pukht,4.5
Senses Hotel,6795,4.5,Kolkata,Eden Pavilion,4.5
Senses Hotel,6795,4.5,Kolkata,Peshawri,4.5
Senses Hotel,6795,4.5,Kolkata,First Innings Multicuisine Restaurant,4.5
Senses Hotel,6795,4.5,Kolkata,Baan Thai,4.5
Senses Hotel,6795,4.5,Kolkata,Kava,5.0
Senses Hotel,6795,4.5,Kolkata,Barbeque Nation Salt Lake Sec,4.5
Senses Hotel,6795,4.5,Kolkata,JW Kitchen,4.5
Senses Hotel,6795,4.5,Kolkata,La Cucina,4.5
Senses Hotel,6795,4.5,Kolkata,BarBQ,4.5
Senses Hotel,6795,4.5,Kolkata,Oh Calcutta,4.5
Senses Hotel,6795,4.5,Kolkata,The Saffron Tree,5.0
Senses Hotel,6795,4.5,Kolkata,Oasis Restaurant,4.5
Senses Hotel,6795,4.5,Kolkata,Aromas,4.5
Senses Hotel,6795,4.5,Kolkata,Spice Kraft,4.5
Senses Hotel,6795,4.5,Kolkata,Ballygunge Place,4.5
Senses Hotel,6795,4.5,Kolkata,Mainland China,4.0
Senses Hotel,6795,4.5,Kolkata,Arsalan,4.0
Senses Hotel,6795,4.5,Kolkata,Mocambo,4.0
Senses Hotel,6795,4.5,Kolkata,,5.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,The Salt House,4.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Avartana,5.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Ottimo Cucina Italiana,5.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Grand Market Pavilion,5.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Darjeeling Lounge,5.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Vertex The Liquid Restaurant,5.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Royal Vega,5.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Social Kitchen,5.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Vintage Asia,5.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Seasonal Tastes,5.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Pan Asian,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Dum Pukht,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Eden Pavilion,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Peshawri,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,First Innings Multicuisine Restaurant,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Baan Thai,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Kava,5.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Barbeque Nation Salt Lake Sec,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,JW Kitchen,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,La Cucina,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,BarBQ,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Oh Calcutta,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,The Saffron Tree,5.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Oasis Restaurant,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Aromas,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Spice Kraft,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Ballygunge Place,4.5
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Mainland China,4.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Arsalan,4.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,Mocambo,4.0
Holiday Inn Express Kolkata Airport an IHG Hotel,6159,5.0,Kolkata,,5.0
Taj City Centre New Town,10620,4.5,Kolkata,The Salt House,4.0
Taj City Centre New Town,10620,4.5,Kolkata,Avartana,5.0
Taj City Centre New Town,10620,4.5,Kolkata,Ottimo Cucina Italiana,5.0
Taj City Centre New Town,10620,4.5,Kolkata,Grand Market Pavilion,5.0
Taj City Centre New Town,10620,4.5,Kolkata,Darjeeling Lounge,5.0
Taj City Centre New Town,10620,4.5,Kolkata,Vertex The Liquid Restaurant,5.0
Taj City Centre New Town,10620,4.5,Kolkata,Royal Vega,5.0
Taj City Centre New Town,10620,4.5,Kolkata,Social Kitchen,5.0
Taj City Centre New Town,10620,4.5,Kolkata,Vintage Asia,5.0
Taj City Centre New Town,10620,4.5,Kolkata,Seasonal Tastes,5.0
Taj City Centre New Town,10620,4.5,Kolkata,Pan Asian,4.5
Taj City Centre New Town,10620,4.5,Kolkata,Dum Pukht,4.5
Taj City Centre New Town,10620,4.5,Kolkata,Eden Pavilion,4.5
Taj City Centre New Town,10620,4.5,Kolkata,Peshawri,4.5
Taj City Centre New Town,10620,4.5,Kolkata,First Innings Multicuisine Restaurant,4.5
Taj City Centre New Town,10620,4.5,Kolkata,Baan Thai,4.5
Taj City Centre New Town,10620,4.5,Kolkata,Kava,5.0
Taj City Centre New Town,10620,4.5,Kolkata,Barbeque Nation Salt Lake Sec,4.5
Taj City Centre New Town,10620,4.5,Kolkata,JW Kitchen,4.5
Taj City Centre New Town,10620,4.5,Kolkata,La Cucina,4.5
Taj City Centre New Town,10620,4.5,Kolkata,BarBQ,4.5
Taj City Centre New Town,10620,4.5,Kolkata,Oh Calcutta,4.5
Taj City Centre New Town,10620,4.5,Kolkata,The Saffron Tree,5.0
Taj City Centre New Town,10620,4.5,Kolkata,Oasis Restaurant,4.5
Taj City Centre New Town,10620,4.5,Kolkata,Aromas,4.5
Taj City Centre New Town,10620,4.5,Kolkata,Spice Kraft,4.5
Taj City Centre New Town,10620,4.5,Kolkata,Ballygunge Place,4.5
Taj City Centre New Town,10620,4.5,Kolkata,Mainland China,4.0
Taj City Centre New Town,10620,4.5,Kolkata,Arsalan,4.0
Taj City Centre New Town,10620,4.5,Kolkata,Mocambo,4.0
Taj City Centre New Town,10620,4.5,Kolkata,,5.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,The Salt House,4.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Avartana,5.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Ottimo Cucina Italiana,5.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Grand Market Pavilion,5.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Darjeeling Lounge,5.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Vertex The Liquid Restaurant,5.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Royal Vega,5.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Social Kitchen,5.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Vintage Asia,5.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Seasonal Tastes,5.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Pan Asian,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Dum Pukht,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Eden Pavilion,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Peshawri,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,First Innings Multicuisine Restaurant,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Baan Thai,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Kava,5.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Barbeque Nation Salt Lake Sec,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,JW Kitchen,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,La Cucina,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,BarBQ,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Oh Calcutta,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,The Saffron Tree,5.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Oasis Restaurant,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Aromas,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Spice Kraft,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Ballygunge Place,4.5
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Mainland China,4.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Arsalan,4.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,Mocambo,4.0
ITC Royal Bengal a Luxury Collection Hotel Kolkata,14160,5.0,Kolkata,,5.0
Vedic Village Spa Resort,8325,4.0,Kolkata,The Salt House,4.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Avartana,5.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Ottimo Cucina Italiana,5.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Grand Market Pavilion,5.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Darjeeling Lounge,5.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Vertex The Liquid Restaurant,5.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Royal Vega,5.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Social Kitchen,5.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Vintage Asia,5.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Seasonal Tastes,5.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Pan Asian,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,Dum Pukht,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,Eden Pavilion,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,Peshawri,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,First Innings Multicuisine Restaurant,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,Baan Thai,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,Kava,5.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Barbeque Nation Salt Lake Sec,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,JW Kitchen,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,La Cucina,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,BarBQ,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,Oh Calcutta,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,The Saffron Tree,5.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Oasis Restaurant,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,Aromas,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,Spice Kraft,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,Ballygunge Place,4.5
Vedic Village Spa Resort,8325,4.0,Kolkata,Mainland China,4.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Arsalan,4.0
Vedic Village Spa Resort,8325,4.0,Kolkata,Mocambo,4.0
Vedic Village Spa Resort,8325,4.0,Kolkata,,5.0
Siamton Inn,4634,4.5,Kolkata,The Salt House,4.0
Siamton Inn,4634,4.5,Kolkata,Avartana,5.0
Siamton Inn,4634,4.5,Kolkata,Ottimo Cucina Italiana,5.0
Siamton Inn,4634,4.5,Kolkata,Grand Market Pavilion,5.0
Siamton Inn,4634,4.5,Kolkata,Darjeeling Lounge,5.0
Siamton Inn,4634,4.5,Kolkata,Vertex The Liquid Restaurant,5.0
Siamton Inn,4634,4.5,Kolkata,Royal Vega,5.0
Siamton Inn,4634,4.5,Kolkata,Social Kitchen,5.0
Siamton Inn,4634,4.5,Kolkata,Vintage Asia,5.0
Siamton Inn,4634,4.5,Kolkata,Seasonal Tastes,5.0
Siamton Inn,4634,4.5,Kolkata,Pan Asian,4.5
Siamton Inn,4634,4.5,Kolkata,Dum Pukht,4.5
Siamton Inn,4634,4.5,Kolkata,Eden Pavilion,4.5
Siamton Inn,4634,4.5,Kolkata,Peshawri,4.5
Siamton Inn,4634,4.5,Kolkata,First Innings Multicuisine Restaurant,4.5
Siamton Inn,4634,4.5,Kolkata,Baan Thai,4.5
Siamton Inn,4634,4.5,Kolkata,Kava,5.0
Siamton Inn,4634,4.5,Kolkata,Barbeque Nation Salt Lake Sec,4.5
Siamton Inn,4634,4.5,Kolkata,JW Kitchen,4.5
Siamton Inn,4634,4.5,Kolkata,La Cucina,4.5
Siamton Inn,4634,4.5,Kolkata,BarBQ,4.5
Siamton Inn,4634,4.5,Kolkata,Oh Calcutta,4.5
Siamton Inn,4634,4.5,Kolkata,The Saffron Tree,5.0
Siamton Inn,4634,4.5,Kolkata,Oasis Restaurant,4.5
Siamton Inn,4634,4.5,Kolkata,Aromas,4.5
Siamton Inn,4634,4.5,Kolkata,Spice Kraft,4.5
Siamton Inn,4634,4.5,Kolkata,Ballygunge Place,4.5
Siamton Inn,4634,4.5,Kolkata,Mainland China,4.0
Siamton Inn,4634,4.5,Kolkata,Arsalan,4.0
Siamton Inn,4634,4.5,Kolkata,Mocambo,4.0
Siamton Inn,4634,4.5,Kolkata,,5.0
The Lindsay,4117,3.5,Kolkata,The Salt House,4.0
The Lindsay,4117,3.5,Kolkata,Avartana,5.0
The Lindsay,4117,3.5,Kolkata,Ottimo Cucina Italiana,5.0
The Lindsay,4117,3.5,Kolkata,Grand Market Pavilion,5.0
The Lindsay,4117,3.5,Kolkata,Darjeeling Lounge,5.0
The Lindsay,4117,3.5,Kolkata,Vertex The Liquid Restaurant,5.0
The Lindsay,4117,3.5,Kolkata,Royal Vega,5.0
The Lindsay,4117,3.5,Kolkata,Social Kitchen,5.0
The Lindsay,4117,3.5,Kolkata,Vintage Asia,5.0
The Lindsay,4117,3.5,Kolkata,Seasonal Tastes,5.0
The Lindsay,4117,3.5,Kolkata,Pan Asian,4.5
The Lindsay,4117,3.5,Kolkata,Dum Pukht,4.5
The Lindsay,4117,3.5,Kolkata,Eden Pavilion,4.5
The Lindsay,4117,3.5,Kolkata,Peshawri,4.5
The Lindsay,4117,3.5,Kolkata,First Innings Multicuisine Restaurant,4.5
The Lindsay,4117,3.5,Kolkata,Baan Thai,4.5
The Lindsay,4117,3.5,Kolkata,Kava,5.0
The Lindsay,4117,3.5,Kolkata,Barbeque Nation Salt Lake Sec,4.5
The Lindsay,4117,3.5,Kolkata,JW Kitchen,4.5
The Lindsay,4117,3.5,Kolkata,La Cucina,4.5
The Lindsay,4117,3.5,Kolkata,BarBQ,4.5
The Lindsay,4117,3.5,Kolkata,Oh Calcutta,4.5
The Lindsay,4117,3.5,Kolkata,The Saffron Tree,5.0
The Lindsay,4117,3.5,Kolkata,Oasis Restaurant,4.5
The Lindsay,4117,3.5,Kolkata,Aromas,4.5
The Lindsay,4117,3.5,Kolkata,Spice Kraft,4.5
The Lindsay,4117,3.5,Kolkata,Ballygunge Place,4.5
The Lindsay,4117,3.5,Kolkata,Mainland China,4.0
The Lindsay,4117,3.5,Kolkata,Arsalan,4.0
The Lindsay,4117,3.5,Kolkata,Mocambo,4.0
The Lindsay,4117,3.5,Kolkata,,5.0
Ethnotel,5376,4.0,Kolkata,The Salt House,4.0
Ethnotel,5376,4.0,Kolkata,Avartana,5.0
Ethnotel,5376,4.0,Kolkata,Ottimo Cucina Italiana,5.0
Ethnotel,5376,4.0,Kolkata,Grand Market Pavilion,5.0
Ethnotel,5376,4.0,Kolkata,Darjeeling Lounge,5.0
Ethnotel,5376,4.0,Kolkata,Vertex The Liquid Restaurant,5.0
Ethnotel,5376,4.0,Kolkata,Royal Vega,5.0
Ethnotel,5376,4.0,Kolkata,Social Kitchen,5.0
Ethnotel,5376,4.0,Kolkata,Vintage Asia,5.0
Ethnotel,5376,4.0,Kolkata,Seasonal Tastes,5.0
Ethnotel,5376,4.0,Kolkata,Pan Asian,4.5
Ethnotel,5376,4.0,Kolkata,Dum Pukht,4.5
Ethnotel,5376,4.0,Kolkata,Eden Pavilion,4.5
Ethnotel,5376,4.0,Kolkata,Peshawri,4.5
Ethnotel,5376,4.0,Kolkata,First Innings Multicuisine Restaurant,4.5
Ethnotel,5376,4.0,Kolkata,Baan Thai,4.5
Ethnotel,5376,4.0,Kolkata,Kava,5.0
Ethnotel,5376,4.0,Kolkata,Barbeque Nation Salt Lake Sec,4.5
Ethnotel,5376,4.0,Kolkata,JW Kitchen,4.5
Ethnotel,5376,4.0,Kolkata,La Cucina,4.5
Ethnotel,5376,4.0,Kolkata,BarBQ,4.5
Ethnotel,5376,4.0,Kolkata,Oh Calcutta,4.5
Ethnotel,5376,4.0,Kolkata,The Saffron Tree,5.0
Ethnotel,5376,4.0,Kolkata,Oasis Restaurant,4.5
Ethnotel,5376,4.0,Kolkata,Aromas,4.5
Ethnotel,5376,4.0,Kolkata,Spice Kraft,4.5
Ethnotel,5376,4.0,Kolkata,Ballygunge Place,4.5
Ethnotel,5376,4.0,Kolkata,Mainland China,4.0
Ethnotel,5376,4.0,Kolkata,Arsalan,4.0
Ethnotel,5376,4.0,Kolkata,Mocambo,4.0
Ethnotel,5376,4.0,Kolkata,,5.0
The Park Kolkata,9416,4.5,Kolkata,The Salt House,4.0
The Park Kolkata,9416,4.5,Kolkata,Avartana,5.0
The Park Kolkata,9416,4.5,Kolkata,Ottimo Cucina Italiana,5.0
The Park Kolkata,9416,4.5,Kolkata,Grand Market Pavilion,5.0
The Park Kolkata,9416,4.5,Kolkata,Darjeeling Lounge,5.0
The Park Kolkata,9416,4.5,Kolkata,Vertex The Liquid Restaurant,5.0
The Park Kolkata,9416,4.5,Kolkata,Royal Vega,5.0
The Park Kolkata,9416,4.5,Kolkata,Social Kitchen,5.0
The Park Kolkata,9416,4.5,Kolkata,Vintage Asia,5.0
The Park Kolkata,9416,4.5,Kolkata,Seasonal Tastes,5.0
The Park Kolkata,9416,4.5,Kolkata,Pan Asian,4.5
The Park Kolkata,9416,4.5,Kolkata,Dum Pukht,4.5
The Park Kolkata,9416,4.5,Kolkata,Eden Pavilion,4.5
The Park Kolkata,9416,4.5,Kolkata,Peshawri,4.5
The Park Kolkata,9416,4.5,Kolkata,First Innings Multicuisine Restaurant,4.5
The Park Kolkata,9416,4.5,Kolkata,Baan Thai,4.5
The Park Kolkata,9416,4.5,Kolkata,Kava,5.0
The Park Kolkata,9416,4.5,Kolkata,Barbeque Nation Salt Lake Sec,4.5
The Park Kolkata,9416,4.5,Kolkata,JW Kitchen,4.5
The Park Kolkata,9416,4.5,Kolkata,La Cucina,4.5
The Park Kolkata,9416,4.5,Kolkata,BarBQ,4.5
The Park Kolkata,9416,4.5,Kolkata,Oh Calcutta,4.5
The Park Kolkata,9416,4.5,Kolkata,The Saffron Tree,5.0
The Park Kolkata,9416,4.5,Kolkata,Oasis Restaurant,4.5
The Park Kolkata,9416,4.5,Kolkata,Aromas,4.5
The Park Kolkata,9416,4.5,Kolkata,Spice Kraft,4.5
The Park Kolkata,9416,4.5,Kolkata,Ballygunge Place,4.5
The Park Kolkata,9416,4.5,Kolkata,Mainland China,4.0
The Park Kolkata,9416,4.5,Kolkata,Arsalan,4.0
The Park Kolkata,9416,4.5,Kolkata,Mocambo,4.0
The Park Kolkata,9416,4.5,Kolkata,,5.0
Monotel Luxury Business Hotel,4155,4.5,Kolkata,The Salt House,4.0
